HITId,WorkerId,Image_1,Image_2,Similarity_Rating
31D0ZWOD0AZAQZHFT6W6LROZREXA0O,A1RCVIJAS2Z3GC,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0001.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0002.png,6 - somewhat similar
31D0ZWOD0AZAQZHFT6W6LROZREXA0O,A1WY3YGT618GC0,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0001.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0002.png,7 - mostly similar
31D0ZWOD0AZAQZHFT6W6LROZREXA0O,A1YSYI926BBOHW,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0001.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0002.png,7 - mostly similar
31D0ZWOD0AZAQZHFT6W6LROZREXA0O,A1ZNF81S5LQ6A3,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0001.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0002.png,9 - extremely similar
31D0ZWOD0AZAQZHFT6W6LROZREXA0O,A28AXX4NCWPH1F,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0001.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0002.png,7 - mostly similar
31D0ZWOD0AZAQZHFT6W6LROZREXA0O,A2MKIXI9X3HJF4,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0001.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0002.png,8 - very similar
31D0ZWOD0AZAQZHFT6W6LROZREXA0O,A31WOXRP672UKZ,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0001.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0002.png,3 - mostly different
31D0ZWOD0AZAQZHFT6W6LROZREXA0O,A80WPJSYIU9LT,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0001.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0002.png,6 - somewhat similar
31D0ZWOD0AZAQZHFT6W6LROZREXA0O,ATJ92FYQX176Z,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0001.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0002.png,8 - very similar
3MJ28H2Y1E8YNAXH0V703H4VX3C5O3,A1GWEENWSTM5Z,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0002.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0003.png,5 - neither different nor similar
3MJ28H2Y1E8YNAXH0V703H4VX3C5O3,A1UET5TMTVSOC1,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0002.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0003.png,5 - neither different nor similar
3MJ28H2Y1E8YNAXH0V703H4VX3C5O3,A1WY3YGT618GC0,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0002.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0003.png,7 - mostly similar
3MJ28H2Y1E8YNAXH0V703H4VX3C5O3,A1Y5WECM370QXW,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0002.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0003.png,5 - neither different nor similar
3MJ28H2Y1E8YNAXH0V703H4VX3C5O3,A1YSYI926BBOHW,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0002.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0003.png,7 - mostly similar
3MJ28H2Y1E8YNAXH0V703H4VX3C5O3,A1ZNF81S5LQ6A3,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0002.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0003.png,7 - mostly similar
3MJ28H2Y1E8YNAXH0V703H4VX3C5O3,A31WOXRP672UKZ,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0002.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0003.png,3 - mostly different
3MJ28H2Y1E8YNAXH0V703H4VX3C5O3,A3F51C49T9A34D,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0002.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0003.png,7 - mostly similar
3MJ28H2Y1E8YNAXH0V703H4VX3C5O3,ABZF0LWDMH43D,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0002.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0003.png,4 - somewhat different
3EPG8DX9LKQG8A9IFVKFSH9L7885PK,A1OYKOGC8W3EO5,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0004.png,7 - mostly similar
3EPG8DX9LKQG8A9IFVKFSH9L7885PK,A1TREN23A21R5Z,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0004.png,6 - somewhat similar
3EPG8DX9LKQG8A9IFVKFSH9L7885PK,A1WY3YGT618GC0,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0004.png,6 - somewhat similar
3EPG8DX9LKQG8A9IFVKFSH9L7885PK,A1Y5WECM370QXW,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0004.png,5 - neither different nor similar
3EPG8DX9LKQG8A9IFVKFSH9L7885PK,A1YSYI926BBOHW,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0004.png,4 - somewhat different
3EPG8DX9LKQG8A9IFVKFSH9L7885PK,A1ZNF81S5LQ6A3,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0004.png,7 - mostly similar
3EPG8DX9LKQG8A9IFVKFSH9L7885PK,A28AXX4NCWPH1F,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0004.png,6 - somewhat similar
3EPG8DX9LKQG8A9IFVKFSH9L7885PK,A31WOXRP672UKZ,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0004.png,7 - mostly similar
3EPG8DX9LKQG8A9IFVKFSH9L7885PK,AX8YWKJK9XQH,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0004.png,6 - somewhat similar
3EKZL9T8Y8M9UEK9BSZIXED4DYKCHU,A157L6Z8QU3SDE,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0004.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0005.png,8 - very similar
3EKZL9T8Y8M9UEK9BSZIXED4DYKCHU,A1GWEENWSTM5Z,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0004.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0005.png,6 - somewhat similar
3EKZL9T8Y8M9UEK9BSZIXED4DYKCHU,A1OYKOGC8W3EO5,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0004.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0005.png,7 - mostly similar
3EKZL9T8Y8M9UEK9BSZIXED4DYKCHU,A1WY3YGT618GC0,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0004.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0005.png,2 - very different
3EKZL9T8Y8M9UEK9BSZIXED4DYKCHU,A1Y5WECM370QXW,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0004.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0005.png,7 - mostly similar
3EKZL9T8Y8M9UEK9BSZIXED4DYKCHU,A1YSYI926BBOHW,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0004.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0005.png,6 - somewhat similar
3EKZL9T8Y8M9UEK9BSZIXED4DYKCHU,A28AXX4NCWPH1F,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0004.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0005.png,6 - somewhat similar
3EKZL9T8Y8M9UEK9BSZIXED4DYKCHU,A31WOXRP672UKZ,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0004.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0005.png,4 - somewhat different
3EKZL9T8Y8M9UEK9BSZIXED4DYKCHU,A3Q4EPB9AFMXIR,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0004.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0005.png,7 - mostly similar
3UV0D2KX1MJMLEGONN50BVP356QF4M,A1OYKOGC8W3EO5,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0009.png,7 - mostly similar
3UV0D2KX1MJMLEGONN50BVP356QF4M,A1WY3YGT618GC0,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0009.png,7 - mostly similar
3UV0D2KX1MJMLEGONN50BVP356QF4M,A1Y5WECM370QXW,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0009.png,6 - somewhat similar
3UV0D2KX1MJMLEGONN50BVP356QF4M,A1YSYI926BBOHW,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0009.png,7 - mostly similar
3UV0D2KX1MJMLEGONN50BVP356QF4M,A28AXX4NCWPH1F,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0009.png,7 - mostly similar
3UV0D2KX1MJMLEGONN50BVP356QF4M,A2HRUFTA09371Y,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0009.png,6 - somewhat similar
3UV0D2KX1MJMLEGONN50BVP356QF4M,A32VCPPNNNTXF2,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0009.png,9 - extremely similar
3UV0D2KX1MJMLEGONN50BVP356QF4M,A6KOTWP7N7RLU,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0009.png,8 - very similar
3UV0D2KX1MJMLEGONN50BVP356QF4M,ABZF0LWDMH43D,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0009.png,7 - mostly similar
32204AGAABCMBQ0EDEV1N5YJBQCHG9,A1OYKOGC8W3EO5,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0004.png,7 - mostly similar
32204AGAABCMBQ0EDEV1N5YJBQCHG9,A1UET5TMTVSOC1,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0004.png,6 - somewhat similar
32204AGAABCMBQ0EDEV1N5YJBQCHG9,A1WY3YGT618GC0,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0004.png,4 - somewhat different
32204AGAABCMBQ0EDEV1N5YJBQCHG9,A1Y5WECM370QXW,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0004.png,4 - somewhat different
32204AGAABCMBQ0EDEV1N5YJBQCHG9,A1YSYI926BBOHW,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0004.png,7 - mostly similar
32204AGAABCMBQ0EDEV1N5YJBQCHG9,A1ZNF81S5LQ6A3,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0004.png,8 - very similar
32204AGAABCMBQ0EDEV1N5YJBQCHG9,A28AXX4NCWPH1F,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0004.png,7 - mostly similar
32204AGAABCMBQ0EDEV1N5YJBQCHG9,A31WOXRP672UKZ,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0004.png,5 - neither different nor similar
32204AGAABCMBQ0EDEV1N5YJBQCHG9,A3F51C49T9A34D,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0003.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0004.png,7 - mostly similar
3CVBMEMMXBG3IXPDKBR7HSLQCNT7HW,A1OYKOGC8W3EO5,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0006.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,6 - somewhat similar
3CVBMEMMXBG3IXPDKBR7HSLQCNT7HW,A1UET5TMTVSOC1,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0006.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,9 - extremely similar
3CVBMEMMXBG3IXPDKBR7HSLQCNT7HW,A1WY3YGT618GC0,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0006.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,7 - mostly similar
3CVBMEMMXBG3IXPDKBR7HSLQCNT7HW,A1Y5WECM370QXW,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0006.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,6 - somewhat similar
3CVBMEMMXBG3IXPDKBR7HSLQCNT7HW,A1YSYI926BBOHW,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0006.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,6 - somewhat similar
3CVBMEMMXBG3IXPDKBR7HSLQCNT7HW,A28AXX4NCWPH1F,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0006.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,7 - mostly similar
3CVBMEMMXBG3IXPDKBR7HSLQCNT7HW,A2MKIXI9X3HJF4,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0006.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,8 - very similar
3CVBMEMMXBG3IXPDKBR7HSLQCNT7HW,A31WOXRP672UKZ,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0006.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,4 - somewhat different
3CVBMEMMXBG3IXPDKBR7HSLQCNT7HW,ADXRJFEHIDXRE,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0006.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,8 - very similar
30ZKOOGW2W6AXO2XPP06ZW79W63A1R,A1OYKOGC8W3EO5,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0008.png,7 - mostly similar
30ZKOOGW2W6AXO2XPP06ZW79W63A1R,A1WVN0IYEVC5HU,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0008.png,8 - very similar
30ZKOOGW2W6AXO2XPP06ZW79W63A1R,A1WY3YGT618GC0,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0008.png,7 - mostly similar
30ZKOOGW2W6AXO2XPP06ZW79W63A1R,A1Y5WECM370QXW,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0008.png,6 - somewhat similar
30ZKOOGW2W6AXO2XPP06ZW79W63A1R,A1YSYI926BBOHW,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0008.png,8 - very similar
30ZKOOGW2W6AXO2XPP06ZW79W63A1R,A28AXX4NCWPH1F,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0008.png,8 - very similar
30ZKOOGW2W6AXO2XPP06ZW79W63A1R,A3CH1Z6J9R38G9,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0008.png,7 - mostly similar
30ZKOOGW2W6AXO2XPP06ZW79W63A1R,A80WPJSYIU9LT,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0008.png,7 - mostly similar
30ZKOOGW2W6AXO2XPP06ZW79W63A1R,AX8YWKJK9XQH,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0007.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/ca_pos0008.png,8 - very similar
3MNJFORX8B44HXKO1SOAGNVH52LF5R,A1GWEENWSTM5Z,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0009.png,6 - somewhat similar
3MNJFORX8B44HXKO1SOAGNVH52LF5R,A1OYKOGC8W3EO5,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0009.png,7 - mostly similar
3MNJFORX8B44HXKO1SOAGNVH52LF5R,A1UET5TMTVSOC1,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0009.png,6 - somewhat similar
3MNJFORX8B44HXKO1SOAGNVH52LF5R,A1WY3YGT618GC0,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0009.png,7 - mostly similar
3MNJFORX8B44HXKO1SOAGNVH52LF5R,A1YSYI926BBOHW,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0009.png,8 - very similar
3MNJFORX8B44HXKO1SOAGNVH52LF5R,A28AXX4NCWPH1F,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0009.png,6 - somewhat similar
3MNJFORX8B44HXKO1SOAGNVH52LF5R,A2MKIXI9X3HJF4,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0009.png,7 - mostly similar
3MNJFORX8B44HXKO1SOAGNVH52LF5R,A31WOXRP672UKZ,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0009.png,3 - mostly different
3MNJFORX8B44HXKO1SOAGNVH52LF5R,AKQAI78JTXXC9,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/tp_pos0009.png,7 - mostly similar
3MJ9GGZYO36HM9KT8T0K4FHEOCHA28,A1OYKOGC8W3EO5,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0009.png,6 - somewhat similar
3MJ9GGZYO36HM9KT8T0K4FHEOCHA28,A1TREN23A21R5Z,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0009.png,5 - neither different nor similar
3MJ9GGZYO36HM9KT8T0K4FHEOCHA28,A1WY3YGT618GC0,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0009.png,4 - somewhat different
3MJ9GGZYO36HM9KT8T0K4FHEOCHA28,A1Y5WECM370QXW,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0009.png,5 - neither different nor similar
3MJ9GGZYO36HM9KT8T0K4FHEOCHA28,A1YSYI926BBOHW,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0009.png,6 - somewhat similar
3MJ9GGZYO36HM9KT8T0K4FHEOCHA28,A28AXX4NCWPH1F,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0009.png,7 - mostly similar
3MJ9GGZYO36HM9KT8T0K4FHEOCHA28,A31WOXRP672UKZ,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0009.png,3 - mostly different
3MJ9GGZYO36HM9KT8T0K4FHEOCHA28,A6KOTWP7N7RLU,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0009.png,8 - very similar
3MJ9GGZYO36HM9KT8T0K4FHEOCHA28,AEWPAZBYA7XE,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0008.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/gr_pos0009.png,8 - very similar
36818Z1KV3D67RGCCTEPNPM6UQHA3J,A1OYKOGC8W3EO5,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0006.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0007.png,5 - neither different nor similar
36818Z1KV3D67RGCCTEPNPM6UQHA3J,A1UET5TMTVSOC1,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0006.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0007.png,6 - somewhat similar
36818Z1KV3D67RGCCTEPNPM6UQHA3J,A1WY3YGT618GC0,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0006.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0007.png,8 - very similar
36818Z1KV3D67RGCCTEPNPM6UQHA3J,A1YSYI926BBOHW,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0006.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0007.png,7 - mostly similar
36818Z1KV3D67RGCCTEPNPM6UQHA3J,A28AXX4NCWPH1F,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0006.png,https://isabellalv.pythonanywhere.com/mturkImages_sil/cb_pos0007.png,7 - mostly similar
